Modification ID,Product ID,Creation Time,Creator ID,Last Modified Time,Last Modified By ID
1005,PID1004,2022/5/11 7:55,99,2023/11/8 23:59,74
1006,PID1005,2022/8/13 23:20,68,2023/9/13 11:04,94
1007,PID1006,2022/5/29 17:13,56,2020/8/12 5:14,20
1008,PID1007,2020/4/5 8:33,87,2023/12/2 17:41,24
1009,PID1008,2021/8/5 6:27,28,2023/7/23 19:30,84
1010,PID1009,2023/3/17 19:46,73,2022/8/19 15:24,21
1011,PID1010,2021/8/31 4:33,30,2023/8/9 0:36,88
1012,PID1011,2021/7/2 2:58,34,2020/12/26 12:53,8
1013,PID1012,2023/10/15 23:18,95,2020/10/8 22:05,34
1014,PID1013,2023/9/11 7:56,1,2022/6/17 11:46,47
1015,PID1014,2023/4/28 3:13,95,2022/8/22 23:47,74
1016,PID1015,2022/10/21 9:40,82,2020/5/19 5:02,37
1017,PID1016,2020/3/3 22:14,15,2021/1/15 10:56,53
1018,PID1017,2021/10/19 12:41,72,2022/2/16 0:30,15
1019,PID1018,2021/9/18 20:22,94,2021/4/18 3:21,37
1020,PID1019,2022/7/8 4:30,65,2020/1/20 14:15,97
1021,PID1020,2020/5/12 18:21,78,2021/12/12 18:42,46
1022,PID1021,2021/6/21 23:54,34,2021/12/16 1:53,52
1023,PID1022,2020/8/9 13:10,14,2023/6/27 5:48,30
1024,PID1023,2021/8/30 15:16,63,2021/11/11 16:54,98
1025,PID1024,2022/3/10 22:35,21,2023/3/30 6:59,74
1026,PID1025,2020/6/4 7:35,91,2022/11/22 13:05,43
1027,PID1026,2022/10/1 23:44,81,2020/6/8 9:03,98
1028,PID1027,2021/5/5 7:38,17,2023/6/30 8:45,94
1029,PID1028,2022/5/25 20:02,41,2021/10/20 20:04,46
1030,PID1029,2023/9/7 15:34,23,2021/10/23 19:26,81
1031,PID1030,2021/1/25 7:45,41,2021/6/23 1:31,18
1032,PID1031,2023/4/19 12:44,97,2021/1/9 18:10,4
1033,PID1032,2022/1/4 1:28,7,2021/3/6 21:45,22
1034,PID1033,2023/3/21 14:43,48,2022/4/22 8:10,90
1035,PID1034,2022/9/21 4:23,69,2021/8/12 10:24,90
1036,PID1035,2022/12/16 7:18,55,2023/8/24 0:23,8
1037,PID1036,2020/2/6 1:28,77,2022/11/3 2:20,50
1038,PID1037,2022/6/5 7:14,71,2020/3/14 1:29,40
1039,PID1038,2021/11/21 21:51,55,2020/11/6 2:18,21
1040,PID1039,2022/11/5 8:07,35,2022/4/4 6:15,18
1041,PID1040,2021/2/20 14:50,54,2020/5/22 16:49,62
1042,PID1041,2022/10/3 21:51,5,2022/2/11 10:58,35
1043,PID1042,2021/5/23 10:14,95,2023/6/16 22:59,93
1044,PID1043,2022/1/23 3:06,54,2023/11/10 16:00,57
1045,PID1044,2020/6/28 21:08,10,2021/5/6 21:11,58
1046,PID1045,2020/1/5 19:53,96,2021/6/15 10:56,20
1047,PID1046,2021/7/5 3:43,30,2022/5/31 20:58,40
1048,PID1047,2022/7/11 22:30,90,2020/7/15 15:20,64
1049,PID1048,2021/3/25 1:15,13,2023/4/3 13:46,2
1050,PID1049,2022/1/2 21:07,23,2020/7/18 4:40,51
1051,PID1050,2022/5/4 9:34,31,2021/4/26 13:18,98
1052,PID1051,2022/7/23 16:19,72,2020/2/16 11:29,99
1053,PID1052,2020/12/9 9:42,52,2023/4/5 21:06,41
1054,PID1053,2023/6/30 16:29,68,2023/11/3 12:53,50
1055,PID1054,2020/7/21 6:37,44,2022/3/21 8:00,72
1056,PID1055,2022/2/3 16:07,98,2023/7/26 16:51,80
1057,PID1056,2023/5/10 15:21,83,2020/4/28 17:48,28
1058,PID1057,2023/1/26 13:29,35,2022/4/7 17:18,54
1059,PID1058,2022/6/10 13:31,100,2023/1/12 18:27,83
1060,PID1059,2020/3/24 15:59,18,2021/12/24 20:08,33
1061,PID1060,2023/9/6 22:27,45,2022/12/27 5:17,37
1062,PID1061,2022/4/6 15:19,42,2021/6/29 10:39,19
1063,PID1062,2020/3/19 7:12,44,2020/9/29 7:50,22
1064,PID1063,2021/12/23 15:09,99,2021/7/10 6:50,66
1065,PID1064,2020/10/25 8:56,60,2023/9/15 10:54,51
1066,PID1065,2021/5/14 10:39,94,2021/10/2 17:37,9
1067,PID1066,2022/4/17 0:06,38,2021/8/14 19:06,97
1068,PID1067,2023/9/11 22:40,91,2022/1/30 8:12,86
1069,PID1068,2020/9/20 3:09,95,2021/10/15 9:00,60
1070,PID1069,2023/5/21 4:45,93,2021/9/28 0:30,31
1071,PID1070,2022/11/7 13:43,53,2020/3/20 7:40,46
1072,PID1071,2023/10/29 13:21,41,2021/5/18 3:51,73
1073,PID1072,2022/9/20 16:42,54,2023/6/1 23:07,18
1074,PID1073,2022/5/11 2:18,55,2021/10/5 5:00,92
1075,PID1074,2021/9/9 12:34,65,2022/2/5 4:07,25
1076,PID1075,2021/9/18 2:19,25,2023/4/6 17:00,58
1077,PID1076,2022/8/10 4:00,6,2022/12/1 3:48,96
1078,PID1077,2020/10/27 2:05,69,2022/9/14 3:37,95
1079,PID1078,2021/8/30 9:16,91,2021/11/12 7:58,64
1080,PID1079,2023/6/29 4:24,36,2023/2/4 0:22,6
1081,PID1080,2021/6/29 4:25,90,2020/2/7 1:05,32
1082,PID1081,2021/3/7 9:45,62,2020/1/1 0:49,23
1083,PID1082,2023/9/28 20:18,20,2020/1/19 11:23,38
1084,PID1083,2022/10/29 18:19,27,2021/10/6 2:19,43
1085,PID1084,2023/5/11 21:28,16,2023/5/9 22:24,88
1086,PID1085,2022/5/3 11:25,1,2020/10/22 9:05,50
1087,PID1086,2023/1/31 12:02,15,2021/3/14 13:24,79
1088,PID1087,2020/3/1 8:14,49,2022/7/19 17:30,24
1089,PID1088,2023/8/11 15:29,81,2021/5/14 8:03,31
1090,PID1089,2021/1/31 22:15,72,2021/4/10 7:17,51
1091,PID1090,2022/5/25 10:13,66,2022/4/5 5:57,72
1092,PID1091,2022/5/29 19:52,70,2021/4/30 4:42,90
1093,PID1092,2021/5/20 11:29,6,2020/7/7 1:45,5
1094,PID1093,2020/7/7 3:11,78,2021/10/15 7:00,38
1095,PID1094,2022/4/23 0:55,82,2021/12/1 11:52,30
1096,PID1095,2020/5/25 8:01,96,2021/2/26 13:42,85
1097,PID1096,2021/8/10 23:17,32,2023/12/13 1:16,53
1098,PID1097,2022/10/12 11:56,43,2023/4/12 11:27,96
1099,PID1098,2023/8/11 20:01,30,2022/9/2 22:29,12
1100,PID1099,2020/4/23 14:46,12,2022/1/27 10:39,67
1101,PID1100,2023/4/24 22:42,55,2023/10/7 14:12,85
1102,PID1101,2021/7/31 4:46,57,2020/2/10 23:08,54
1103,PID1102,2020/8/24 21:18,4,2022/8/20 0:41,11
1104,PID1103,2022/8/14 12:56,3,2022/1/29 10:18,74
1105,PID1104,2022/5/6 14:09,60,2022/8/3 19:07,34
1106,PID1105,2023/9/9 10:09,12,2022/6/16 19:26,14
1107,PID1106,2021/3/14 16:28,82,2020/8/14 20:07,13
1108,PID1107,2022/5/30 15:57,16,2020/7/7 21:12,3
1109,PID1108,2022/1/1 5:41,71,2020/3/19 17:08,75
1110,PID1109,2020/11/21 3:27,56,2022/10/3 22:43,99
1111,PID1110,2023/4/16 15:22,5,2023/11/1 2:48,7
1112,PID1111,2020/8/26 20:47,60,2021/12/15 17:35,67
1113,PID1112,2020/8/27 7:10,62,2023/4/21 9:07,40
1114,PID1113,2021/2/14 0:58,6,2020/5/12 21:11,95
1115,PID1114,2021/6/21 9:33,12,2022/4/24 19:42,63
1116,PID1115,2020/10/26 14:20,35,2021/12/22 13:32,95
1117,PID1116,2023/9/26 5:29,94,2021/4/29 10:14,84
1118,PID1117,2020/4/7 23:08,7,2023/10/4 11:55,62
1119,PID1118,2023/8/8 19:04,75,2021/2/16 9:21,62
1120,PID1119,2020/4/8 12:40,4,2020/12/8 19:43,89
1121,PID1120,2022/1/10 4:54,70,2022/8/24 15:30,33
1122,PID1121,2023/5/25 21:13,63,2021/8/14 22:44,24
1123,PID1122,2023/11/20 9:12,82,2023/11/23 2:39,36
1124,PID1123,2020/8/15 6:06,14,2021/2/4 20:49,4
1125,PID1124,2023/3/17 15:13,56,2022/10/2 14:36,39
1126,PID1125,2021/1/31 19:43,83,2020/9/8 2:41,22
1127,PID1126,2023/3/14 1:51,95,2021/2/6 11:27,33
1128,PID1127,2023/3/17 2:08,92,2020/9/7 11:57,2
1129,PID1128,2021/11/30 18:50,83,2020/8/2 8:09,35
1130,PID1129,2022/7/30 11:18,32,2023/11/19 19:19,14
1131,PID1130,2023/12/25 23:42,96,2020/11/20 5:03,8
1132,PID1131,2022/4/16 19:43,87,2023/8/13 7:06,71
1133,PID1132,2022/6/29 19:09,99,2021/8/23 13:06,41
1134,PID1133,2022/12/20 7:29,65,2020/2/6 6:08,91
1135,PID1134,2020/5/21 7:03,94,2021/3/12 3:48,86
1136,PID1135,2022/7/19 9:41,25,2023/4/19 18:16,36
1137,PID1136,2022/5/30 22:12,57,2021/4/12 5:07,33
1138,PID1137,2023/4/7 9:52,41,2022/3/2 21:10,97
1139,PID1138,2020/1/2 16:57,30,2021/2/22 22:08,92
1140,PID1139,2021/4/2 13:06,20,2022/7/3 7:27,92
1141,PID1140,2020/2/12 15:24,66,2022/9/15 18:24,34
1142,PID1141,2020/6/9 18:26,73,2020/6/3 3:36,91
1143,PID1142,2020/12/11 11:09,76,2021/1/4 5:37,47
1144,PID1143,2020/2/5 1:45,3,2023/4/9 0:44,11
1145,PID1144,2020/7/14 2:13,82,2021/10/28 10:03,59
1146,PID1145,2021/3/16 11:58,14,2022/11/18 17:08,32
1147,PID1146,2021/1/27 21:05,82,2022/4/29 8:45,51
1148,PID1147,2021/7/19 20:45,49,2020/11/11 16:34,77
1149,PID1148,2022/6/25 21:38,46,2023/3/14 5:37,80
1150,PID1149,2023/12/1 21:23,55,2023/2/27 18:16,37
1151,PID1150,2022/12/19 19:04,4,2023/4/12 14:20,51
1152,PID1151,2020/3/7 12:40,80,2023/7/6 14:36,28
1153,PID1152,2020/5/14 4:20,73,2023/3/19 9:42,25
1154,PID1153,2023/5/19 3:11,71,2021/12/19 1:08,72
1155,PID1154,2020/9/24 16:20,59,2020/11/6 8:10,20
1156,PID1155,2023/9/21 10:32,98,2021/9/15 14:59,60
1157,PID1156,2023/5/31 4:43,27,2023/10/2 20:54,75
1158,PID1157,2022/2/20 18:31,5,2020/1/26 11:33,93
1159,PID1158,2021/10/28 23:26,28,2021/12/11 3:23,13
1160,PID1159,2022/1/2 6:38,62,2020/7/17 4:55,95
1161,PID1160,2020/7/1 2:22,88,2023/3/11 21:04,70
1162,PID1161,2023/9/22 14:22,54,2023/12/14 11:15,37
1163,PID1162,2023/7/17 13:32,46,2021/8/27 3:10,84
1164,PID1163,2023/1/30 5:57,8,2023/12/9 16:15,23
1165,PID1164,2020/4/8 1:01,5,2020/1/21 22:43,97
1166,PID1165,2023/10/25 20:55,43,2023/9/19 1:09,8
1167,PID1166,2022/10/8 19:19,85,2023/6/13 9:08,41
1168,PID1167,2023/10/17 21:26,18,2022/8/24 14:54,5
1169,PID1168,2021/9/18 5:56,15,2021/9/14 19:05,58
1170,PID1169,2020/3/29 17:13,38,2023/1/30 1:20,93
1171,PID1170,2020/10/14 9:38,67,2021/12/7 8:59,35
1172,PID1171,2022/6/10 15:00,55,2022/3/20 20:30,52
1173,PID1172,2023/6/8 4:23,99,2022/8/14 1:43,80
1174,PID1173,2022/4/20 5:50,74,2023/3/26 2:16,5
1175,PID1174,2022/2/6 5:24,21,2022/10/30 13:50,55
1176,PID1175,2022/2/7 7:45,38,2023/4/6 1:01,72
1177,PID1176,2020/7/7 9:05,25,2020/5/22 3:28,58
1178,PID1177,2023/2/17 22:32,85,2023/2/21 0:13,66
1179,PID1178,2022/7/3 22:01,14,2020/12/11 5:26,48
1180,PID1179,2021/4/11 2:15,56,2022/3/20 16:08,51
1181,PID1180,2022/2/9 0:53,66,2023/3/8 9:33,20
1182,PID1181,2021/10/22 12:36,77,2022/12/25 17:28,91
1183,PID1182,2021/1/10 2:19,91,2022/1/28 14:31,83
1184,PID1183,2021/11/18 1:46,10,2020/6/2 6:33,30
1185,PID1184,2020/6/15 0:38,25,2020/5/4 8:34,37
1186,PID1185,2021/3/10 5:48,46,2021/5/28 7:55,27
1187,PID1186,2021/5/7 19:02,34,2022/1/25 8:42,64
1188,PID1187,2022/11/19 23:58,99,2020/6/6 7:31,5
1189,PID1188,2021/4/5 16:52,82,2020/7/19 2:57,2
1190,PID1189,2021/4/8 11:39,7,2021/3/17 14:33,15
1191,PID1190,2021/5/20 17:38,40,2023/8/21 19:33,36
1192,PID1191,2023/3/10 22:33,66,2021/2/25 10:03,76
1193,PID1192,2023/8/18 12:47,13,2021/12/22 6:25,3
1194,PID1193,2021/6/7 2:18,81,2021/2/7 6:58,59
1195,PID1194,2022/2/3 7:58,7,2023/11/18 19:18,18
1196,PID1195,2021/9/10 14:49,18,2023/12/9 15:48,61
1197,PID1196,2023/2/23 11:06,29,2023/9/18 19:05,56
1198,PID1197,2020/5/28 5:35,30,2023/8/12 11:23,11
1199,PID1198,2020/6/3 19:46,55,2020/8/4 10:54,2
1200,PID1199,2023/12/31 13:55,92,2022/1/13 11:34,77
1201,PID1200,2021/8/9 18:43,90,2022/9/27 16:05,74
1202,PID1201,2021/6/23 22:29,54,2020/8/7 13:46,57
1203,PID1202,2023/5/25 6:44,32,2020/2/1 17:51,32
1204,PID1203,2022/7/16 11:36,25,2020/8/15 21:38,93
1205,PID1204,2022/2/4 17:55,12,2021/3/18 4:18,92
1206,PID1205,2021/6/18 1:56,2,2021/8/11 13:49,19
1207,PID1206,2021/10/10 18:54,41,2020/1/20 5:52,38
1208,PID1207,2021/3/19 5:04,70,2023/10/24 1:34,71
1209,PID1208,2023/12/27 15:58,52,2020/6/16 13:06,42
1210,PID1209,2022/8/15 6:06,28,2020/9/19 17:27,9
1211,PID1210,2022/7/29 4:21,28,2021/12/23 7:54,48
1212,PID1211,2020/7/16 13:31,18,2020/5/6 23:37,93
1213,PID1212,2021/12/6 10:24,38,2022/11/8 20:22,24
1214,PID1213,2023/3/29 2:00,38,2023/2/3 6:56,35
1215,PID1214,2023/12/16 6:00,81,2021/11/20 7:30,10
1216,PID1215,2020/3/4 18:54,85,2020/7/16 2:04,77
1217,PID1216,2022/2/28 20:20,17,2021/8/28 20:35,59
1218,PID1217,2022/3/6 2:38,8,2021/12/24 20:48,53
1219,PID1218,2020/5/24 9:26,37,2022/7/26 0:26,58
1220,PID1219,2023/9/21 3:39,14,2023/6/11 22:53,37
1221,PID1220,2023/5/9 9:08,3,2021/1/12 16:13,94
1222,PID1221,2022/12/27 15:02,71,2022/5/5 2:08,78
1223,PID1222,2021/1/23 11:49,50,2021/3/24 8:34,66
1224,PID1223,2021/1/28 16:33,38,2022/6/13 3:39,3
1225,PID1224,2023/7/12 14:04,75,2022/7/4 13:59,33
1226,PID1225,2023/12/29 4:59,82,2022/6/22 16:02,77
1227,PID1226,2020/10/1 15:11,97,2021/3/17 3:00,36
1228,PID1227,2021/4/19 12:21,86,2022/7/22 16:07,35
1229,PID1228,2023/3/4 6:19,90,2021/7/12 6:23,2
1230,PID1229,2022/7/5 22:14,2,2021/9/18 7:37,39
1231,PID1230,2021/12/23 4:34,18,2022/11/2 9:47,73
1232,PID1231,2020/10/12 6:11,25,2020/3/29 3:07,22
1233,PID1232,2020/8/1 23:26,91,2022/6/19 15:36,54
1234,PID1233,2021/6/6 23:31,82,2022/3/11 1:41,79
1235,PID1234,2021/6/29 13:08,49,2021/3/10 12:25,57
1236,PID1235,2021/1/6 2:57,96,2020/5/10 6:21,60
1237,PID1236,2021/9/30 17:55,18,2020/6/3 11:32,2
1238,PID1237,2020/2/7 22:52,32,2022/8/18 15:31,58
1239,PID1238,2020/8/15 23:37,52,2023/6/27 20:49,10
1240,PID1239,2022/3/13 18:41,98,2023/8/8 20:49,29
1241,PID1240,2023/10/5 22:46,90,2023/1/16 10:24,65
1242,PID1241,2021/12/16 1:42,8,2022/11/23 8:44,83
1243,PID1242,2020/1/3 15:11,40,2021/3/6 0:57,36
1244,PID1243,2020/7/24 13:13,7,2023/10/27 12:17,69
1245,PID1244,2020/7/3 15:29,88,2022/8/29 5:14,43
1246,PID1245,2020/6/13 19:21,97,2021/4/15 12:03,92
1247,PID1246,2022/7/22 2:01,34,2022/11/19 5:38,57
1248,PID1247,2020/11/6 12:11,3,2021/9/28 18:14,43
1249,PID1248,2021/8/31 20:11,27,2022/3/12 23:17,78
1250,PID1249,2023/10/19 15:03,32,2023/5/2 1:35,57
1251,PID1250,2020/2/7 4:28,90,2023/10/22 2:32,82
1252,PID1251,2020/1/3 8:53,1,2023/5/27 6:03,31
1253,PID1252,2021/9/30 0:20,53,2020/1/18 17:12,87
1254,PID1253,2021/7/12 3:00,43,2021/6/16 6:35,4
1255,PID1254,2023/1/18 4:51,73,2020/8/6 22:27,87
1256,PID1255,2022/2/12 9:50,66,2023/4/2 4:30,74
1257,PID1256,2021/2/25 8:09,4,2023/5/7 18:16,30
1258,PID1257,2021/4/24 14:37,50,2022/6/25 2:32,94
1259,PID1258,2021/5/3 23:07,53,2022/5/19 20:07,69
1260,PID1259,2023/3/19 12:56,14,2022/5/8 3:29,51
1261,PID1260,2020/11/21 11:15,75,2020/7/23 17:47,92
1262,PID1261,2023/2/14 6:27,7,2022/7/7 22:58,28
1263,PID1262,2023/2/27 23:10,37,2021/8/23 8:41,68
1264,PID1263,2022/8/29 1:47,6,2020/3/25 18:23,9
1265,PID1264,2022/8/30 1:48,86,2023/5/30 12:06,90
1266,PID1265,2020/4/16 2:27,25,2020/3/2 4:42,7
1267,PID1266,2021/7/10 4:11,100,2023/5/11 9:59,1
1268,PID1267,2022/5/5 22:23,7,2023/7/11 19:35,48
1269,PID1268,2021/5/22 15:35,52,2021/11/28 1:34,38
1270,PID1269,2021/2/6 19:00,95,2022/6/6 12:50,32
1271,PID1270,2023/2/24 21:33,37,2021/2/21 20:40,82
1272,PID1271,2020/12/28 2:17,7,2022/9/30 16:58,52
1273,PID1272,2021/12/28 19:59,9,2023/4/20 16:22,32
1274,PID1273,2022/12/1 19:03,11,2022/4/29 13:55,29
1275,PID1274,2020/9/5 10:57,98,2022/4/8 23:24,31
1276,PID1275,2020/3/31 6:28,12,2021/8/26 15:21,48
1277,PID1276,2021/3/13 6:18,9,2023/10/5 22:27,56
1278,PID1277,2022/5/21 18:07,57,2022/12/18 4:51,65
1279,PID1278,2022/5/29 20:58,13,2020/6/25 0:01,26
1280,PID1279,2022/3/10 15:12,100,2021/9/3 17:58,80
1281,PID1280,2020/2/23 16:59,9,2021/12/26 20:02,2
1282,PID1281,2023/11/15 10:55,31,2021/7/13 5:20,84
1283,PID1282,2022/1/8 3:43,85,2022/9/6 0:54,20
1284,PID1283,2020/2/16 10:23,53,2020/3/7 22:45,53
1285,PID1284,2020/1/23 0:37,29,2022/3/25 12:04,92
1286,PID1285,2021/7/10 1:20,82,2021/4/1 14:46,58
1287,PID1286,2020/3/21 18:29,24,2021/11/5 21:39,98
1288,PID1287,2021/11/10 5:14,73,2023/7/17 20:19,36
1289,PID1288,2020/7/2 19:03,92,2021/3/4 7:50,81
1290,PID1289,2021/3/19 4:03,8,2022/8/11 23:42,82
1291,PID1290,2022/7/5 7:56,19,2022/6/12 19:49,5
1292,PID1291,2021/12/9 6:56,75,2021/10/29 14:33,100
1293,PID1292,2021/10/15 16:25,6,2022/7/5 7:03,11
1294,PID1293,2022/10/31 22:22,94,2021/3/18 8:05,49
1295,PID1294,2023/2/16 14:38,57,2021/4/13 22:41,55
1296,PID1295,2023/9/6 4:42,65,2021/8/13 19:01,64
1297,PID1296,2020/6/19 14:19,93,2020/8/6 15:37,73
1298,PID1297,2021/10/12 1:41,10,2023/11/26 5:31,32
1299,PID1298,2023/5/17 4:35,99,2023/9/29 20:20,96
1300,PID1299,2020/6/7 16:24,6,2022/4/28 4:01,69
1301,PID1300,2023/10/30 0:18,88,2022/8/13 17:01,85
1302,PID1301,2022/8/9 9:25,55,2021/3/1 5:12,21
1303,PID1302,2022/8/6 23:13,36,2020/8/27 20:05,5
1304,PID1303,2020/8/6 0:07,40,2023/6/4 14:18,38
1305,PID1304,2023/6/5 0:10,47,2020/8/17 13:15,1
1306,PID1305,2023/12/1 7:42,36,2023/1/26 22:54,58
1307,PID1306,2022/3/16 5:44,99,2022/9/1 1:23,27
1308,PID1307,2023/9/28 4:08,22,2022/7/12 6:33,15
1309,PID1308,2023/3/9 8:21,11,2022/5/26 3:48,34
1310,PID1309,2020/11/29 16:52,67,2023/2/25 6:50,86
1311,PID1310,2021/1/24 20:35,77,2021/10/17 1:08,90
1312,PID1311,2020/7/17 16:52,33,2023/6/22 21:05,9
1313,PID1312,2020/1/29 19:06,50,2023/1/18 23:19,20
1314,PID1313,2022/3/5 13:43,90,2023/9/11 12:18,91
1315,PID1314,2023/2/17 17:32,82,2021/4/22 5:59,2
1316,PID1315,2023/11/18 8:55,10,2022/5/9 17:36,36
1317,PID1316,2021/4/19 17:56,84,2020/12/13 10:08,87
1318,PID1317,2022/11/14 13:18,28,2022/12/7 10:00,61
1319,PID1318,2021/2/9 4:42,59,2020/11/9 21:00,25
1320,PID1319,2021/10/26 3:07,83,2021/12/3 3:42,22
1321,PID1320,2021/8/30 16:32,29,2020/7/2 10:45,3
1322,PID1321,2022/12/24 9:51,49,2023/5/23 17:23,9
1323,PID1322,2023/8/12 17:03,37,2020/6/7 11:32,51
1324,PID1323,2022/9/2 1:00,47,2021/10/17 2:51,100
1325,PID1324,2021/11/16 18:47,47,2022/8/31 12:22,39
1326,PID1325,2023/6/1 7:27,60,2023/9/3 17:15,53
1327,PID1326,2021/8/25 12:46,28,2022/1/25 14:48,35
1328,PID1327,2022/9/26 5:30,37,2022/1/10 1:10,33
1329,PID1328,2020/2/12 2:36,66,2021/2/28 0:26,63
1330,PID1329,2023/2/20 3:26,29,2020/10/4 7:13,7
1331,PID1330,2022/5/26 22:52,53,2020/1/19 18:20,57
1332,PID1331,2021/11/10 5:35,25,2021/12/12 17:32,49
1333,PID1332,2023/7/19 6:28,10,2020/7/17 8:27,91
1334,PID1333,2022/8/14 2:12,61,2020/9/1 22:46,8
1335,PID1334,2022/12/20 21:13,60,2022/10/28 6:16,85
1336,PID1335,2020/5/9 22:21,55,2022/2/26 7:06,20
1337,PID1336,2022/5/16 21:42,33,2022/8/24 6:58,6
1338,PID1337,2021/2/22 9:23,46,2020/11/10 10:51,85
1339,PID1338,2020/11/21 9:59,86,2023/10/3 11:48,43
1340,PID1339,2021/11/28 21:26,74,2022/10/14 5:58,39
1341,PID1340,2023/1/13 21:39,69,2022/8/23 0:26,56
1342,PID1341,2020/1/27 23:34,26,2023/9/23 2:08,97
1343,PID1342,2022/4/29 1:47,91,2021/12/31 0:47,51
1344,PID1343,2021/12/22 1:47,99,2021/7/20 22:33,51
1345,PID1344,2023/7/20 2:50,63,2021/8/1 10:28,100
1346,PID1345,2023/9/21 20:23,12,2022/1/11 19:33,2
1347,PID1346,2023/3/29 22:42,92,2021/12/14 1:04,43
1348,PID1347,2022/8/7 3:43,13,2022/1/27 8:10,20
1349,PID1348,2022/5/24 8:00,42,2021/6/7 16:19,1
1350,PID1349,2021/1/14 21:15,64,2020/10/9 16:11,29
1351,PID1350,2021/8/29 2:24,5,2020/6/22 14:30,90
1352,PID1351,2020/8/23 6:22,26,2020/6/16 4:31,74
1353,PID1352,2020/9/1 11:01,7,2023/12/25 5:49,76
1354,PID1353,2020/1/19 17:57,24,2023/2/24 12:59,5
1355,PID1354,2021/10/18 11:48,91,2020/8/28 19:54,74
1356,PID1355,2021/9/25 2:11,69,2022/9/3 0:08,81
1357,PID1356,2020/6/7 21:40,94,2023/4/26 22:06,36
1358,PID1357,2021/7/31 8:14,56,2022/11/24 11:00,42
1359,PID1358,2020/11/20 13:26,84,2020/10/9 6:57,7
1360,PID1359,2021/2/20 9:31,81,2023/9/24 16:23,29
1361,PID1360,2020/9/28 12:38,78,2023/1/11 6:40,52
1362,PID1361,2021/4/24 19:31,40,2022/6/24 2:56,20
1363,PID1362,2022/7/20 23:22,9,2020/12/25 9:06,74
1364,PID1363,2022/5/12 8:08,3,2023/12/14 0:25,16
1365,PID1364,2022/4/10 23:52,85,2020/12/9 3:55,31
1366,PID1365,2022/12/25 17:24,68,2022/3/11 13:41,13
1367,PID1366,2022/7/6 21:59,5,2022/10/9 9:10,54
1368,PID1367,2020/11/14 17:15,90,2020/8/18 6:33,56
1369,PID1368,2023/1/14 18:35,84,2021/10/21 6:26,100
1370,PID1369,2022/2/21 5:58,11,2022/2/1 12:02,95
1371,PID1370,2023/12/23 13:55,67,2021/1/27 8:22,41
1372,PID1371,2023/10/30 7:38,89,2020/3/12 6:39,23
1373,PID1372,2020/10/4 2:08,25,2023/11/6 9:18,100
1374,PID1373,2023/11/20 3:45,80,2020/3/17 22:23,77
1375,PID1374,2023/10/23 5:32,18,2023/7/26 9:38,80
1376,PID1375,2021/3/17 18:49,40,2021/8/29 23:08,10
1377,PID1376,2021/7/2 20:59,25,2023/9/19 13:46,18
1378,PID1377,2022/12/22 7:02,89,2022/5/17 10:27,100
1379,PID1378,2022/8/8 19:04,9,2020/12/25 18:18,16
1380,PID1379,2021/9/21 2:32,13,2021/1/9 10:01,73
1381,PID1380,2023/9/21 7:38,39,2023/2/1 8:49,69
1382,PID1381,2023/4/16 9:40,89,2022/6/23 2:41,45
1383,PID1382,2022/10/27 7:19,10,2021/2/9 10:31,14
1384,PID1383,2022/12/31 5:09,43,2022/10/9 3:36,12
1385,PID1384,2023/5/23 3:22,75,2023/7/5 18:50,74
1386,PID1385,2023/12/14 8:03,22,2021/8/8 17:41,98
1387,PID1386,2021/3/18 8:58,60,2021/7/10 16:09,100
1388,PID1387,2023/6/1 1:11,62,2020/5/9 5:34,34
1389,PID1388,2022/2/23 14:58,58,2020/6/27 8:10,58
1390,PID1389,2020/8/29 13:25,13,2023/5/29 11:25,67
1391,PID1390,2023/7/21 19:47,37,2023/9/5 9:13,88
1392,PID1391,2021/7/2 16:30,7,2021/6/14 1:38,21
1393,PID1392,2023/8/20 16:02,15,2023/5/15 18:56,9
1394,PID1393,2021/7/6 21:43,3,2023/4/19 11:33,3
1395,PID1394,2022/1/29 22:36,41,2020/11/2 5:56,42
1396,PID1395,2022/5/25 8:51,46,2021/4/18 11:39,14
1397,PID1396,2020/3/11 6:34,69,2020/10/21 20:56,13
1398,PID1397,2021/2/7 21:57,43,2020/8/31 17:12,8
1399,PID1398,2020/1/26 20:06,41,2023/5/28 10:17,42
1400,PID1399,2020/12/9 6:39,24,2021/1/15 2:09,22
1401,PID1400,2023/11/18 2:00,71,2020/6/16 1:44,20
1402,PID1401,2020/2/25 3:06,29,2023/5/1 15:29,14
1403,PID1402,2020/10/15 3:12,79,2020/12/4 15:25,73
1404,PID1403,2020/3/13 13:42,98,2023/7/15 14:07,1
1405,PID1404,2023/9/26 14:41,45,2023/10/11 17:09,5
1406,PID1405,2021/2/16 8:27,12,2023/12/5 4:29,36
1407,PID1406,2021/3/26 1:46,8,2023/4/24 9:30,85
1408,PID1407,2021/4/20 14:36,35,2023/1/28 1:11,26
1409,PID1408,2022/9/18 7:20,46,2020/12/27 6:12,67
1410,PID1409,2020/2/1 3:42,46,2021/4/24 13:45,66
1411,PID1410,2021/6/13 7:43,41,2021/12/7 4:13,92
1412,PID1411,2020/11/21 21:58,79,2021/7/13 20:01,8
1413,PID1412,2023/9/9 11:57,83,2023/7/8 18:46,80
1414,PID1413,2023/7/23 21:06,42,2020/9/1 17:48,96
